square_footage,bedrooms,bathrooms,price_thousands
1475,2,1.5,369
1051,2,2.0,272
2171,6,5.5,431
1416,3,2.8,640
1673,2,1.5,408
1999,3,3.2,508
1269,3,3.2,204
1104,2,2.0,182
1678,2,1.5,251
2150,4,3.0,438
2141,6,5.5,689
1047,2,1.5,364
1190,1,1.2,305
1114,1,1.2,290
2032,4,4.0,703
1265,3,2.8,277
1447,3,2.2,304
1857,2,2.5,359
2193,5,4.2,624
1632,3,2.2,655
1588,2,1.5,361
944,2,2.5,294
2176,5,3.8,402
1245,2,1.5,351
1815,2,2.0,364
916,1,1.2,210
1928,3,2.2,338
1473,3,2.8,399
905,2,1.5,276
1306,3,2.8,311
1995,3,3.2,518
1320,2,2.0,378
1048,2,2.5,493
2106,4,4.0,752
1345,3,2.2,286
1102,1,1.0,147
1384,2,2.5,307
1791,2,2.5,405
1166,2,1.5,265
1634,3,3.2,335
989,2,2.5,310
1085,1,1.8,178
1182,2,2.0,502
1371,3,2.2,317
1276,3,3.2,422
1987,3,2.2,384
2022,4,3.5,605
1346,2,2.0,498
1551,3,3.2,443
1656,2,2.0,208
1056,2,2.5,388
2167,6,5.5,844
2140,4,4.0,573
1234,2,1.5,262
1018,1,1.8,199
1639,2,2.0,436
1356,3,3.2,346
1487,3,2.8,327
1495,2,2.0,239
1436,3,2.2,430
1159,1,1.8,425
2039,4,4.0,718
1066,1,1.8,265
1695,2,1.5,396
1771,3,2.2,452
966,2,2.0,308
1145,2,2.0,217
1271,2,1.5,390
1562,3,3.2,435
1458,2,2.5,497
1692,2,2.0,366
1416,3,2.8,581
905,1,1.8,190
1199,2,2.0,416
1517,2,2.0,400
1447,3,3.2,800
1279,2,2.0,274
1615,3,2.8,477
1694,2,2.5,458
1558,3,2.8,307
2140,5,4.2,729
964,2,2.0,247
1143,1,1.2,257
1037,1,1.0,235
1822,3,3.2,525
1659,2,2.5,352
1553,3,3.2,380
1874,2,2.5,681
1684,3,2.8,568
2191,4,3.5,546
2189,6,5.0,758
1100,1,1.8,230
1051,1,1.0,223
2044,5,4.2,505
2196,5,4.8,959
1021,2,1.5,271
1352,3,2.8,381
1528,3,2.2,280
1911,3,3.2,675
1812,3,2.2,291
953,1,1.8,190
2054,4,3.5,964
1247,2,1.5,224
1325,2,1.5,407
3500,7,5.8,1218
1170,2,2.0,206
2104,5,3.8,899
1170,1,1.2,249
1978,3,2.8,588
1859,3,2.8,417
1017,2,2.5,359
915,1,1.8,168
980,2,1.5,208
1694,2,2.5,410
1726,2,2.0,491
1204,3,2.8,315
1617,2,2.0,402
964,1,1.8,302
2127,5,4.2,733
1329,3,2.8,301
1309,2,2.0,369
1867,3,2.2,435
1054,1,1.2,212
1222,3,2.8,661
1484,3,2.8,440
3342,7,8.5,2290
1647,3,2.8,611
1896,2,1.5,358
2186,6,5.0,938
1800,2,2.0,308
2613,1,1.2,356
1730,2,1.5,292
964,7,8.5,580
1029,1,1.0,321
1870,3,2.8,379
1551,2,1.5,177
1160,1,1.2,352
1041,1,1.2,225
2145,4,3.5,550
1228,3,3.2,366
1018,1,1.8,255
955,1,1.0,198
969,1,1.2,212
1671,2,2.5,681
2068,4,3.0,512
1240,3,2.2,381
1720,2,2.5,368
1797,2,2.5,243
3740,6,5.5,515
2042,4,3.0,678
1892,3,2.8,439
1548,2,2.0,307
3798,1,1.2,574
1740,2,1.5,326
1615,2,2.0,530
2037,5,4.2,535
2136,6,4.5,753
1866,3,2.2,383
967,2,1.5,310
1020,2,2.5,316
1865,2,1.5,384
1263,2,1.5,334
972,1,1.8,222
2131,4,4.0,456
2025,5,4.2,583
1260,3,3.2,334
1354,3,2.8,235
1299,3,2.8,327
1016,2,2.5,270
2114,6,5.0,1056
1287,2,1.5,292
1690,3,3.2,606
1859,3,3.2,450
1698,2,2.5,345
1432,2,1.5,355
1301,3,2.2,348
1772,2,2.5,394
995,1,1.0,373
1906,2,2.0,476
1624,3,2.2,373
2039,6,4.5,685
2008,4,3.0,685
1827,3,2.8,506
969,2,1.5,366
969,2,2.0,228
3121,6,4.5,470
1932,3,2.2,479
2186,4,4.0,584
1612,3,3.2,574
1581,2,2.0,245
1889,3,2.2,381
1736,2,1.5,346
971,1,1.8,229
1910,3,3.2,522
1928,2,2.0,527
1475,2,2.5,466
1707,3,2.2,380
1884,3,2.8,414
1641,2,2.5,435
1808,3,2.2,564
1667,3,2.2,366
2119,5,4.2,660
1513,2,1.5,365
1167,2,1.5,242
2081,5,3.8,554
1087,2,1.5,263
1166,2,2.5,361
1132,1,1.0,317
1326,3,2.8,409
2169,4,3.5,601
1451,3,2.8,490
1161,1,1.2,208
1462,3,2.8,364
3244,6,5.5,1482
1531,3,2.2,446
1293,3,3.2,301
1031,1,1.2,232
1676,2,2.5,562
2050,4,3.5,529
1052,2,1.5,382
1454,3,2.2,302
1154,2,2.0,307
2046,5,3.8,545
1918,3,3.2,567
1825,2,1.5,466
2072,5,4.2,574
952,2,1.5,304
2023,5,3.8,740
1158,2,2.0,316
1988,2,1.5,346
1756,3,2.8,512
1018,2,1.5,363
2131,4,3.0,628
1553,2,2.0,433
1710,2,2.5,397
1680,3,2.2,244
1238,2,2.5,314
1680,2,1.5,447
1514,3,2.2,284
1148,1,1.2,207
1574,2,1.5,357
1738,2,2.0,516
2040,6,5.0,821
1348,3,2.8,516
1728,2,2.0,340
2642,6,7.5,1010
1321,3,2.8,372
1641,3,2.2,308
1689,3,2.8,343
1590,2,2.0,330
1182,1,1.0,268
1017,2,2.5,377
2060,5,3.8,524
1961,3,2.2,562
1520,3,2.2,287
1727,3,2.8,437
1220,3,2.2,253
1515,2,2.0,384
1903,3,2.8,519
1771,3,2.2,440
1525,2,2.0,378
1348,3,2.8,245
1338,2,2.0,489
1301,2,1.5,324
1591,3,2.8,373
2167,5,4.2,773
1797,2,1.5,369
2747,5,6.5,611
1147,1,1.2,235
1147,1,1.2,186
1879,2,2.0,354
2150,5,3.8,607
1809,3,3.2,282
1450,3,2.2,244
2083,4,3.5,580
1275,2,2.0,229
1071,7,5.8,383
1416,2,2.5,427
1310,2,1.5,412
1656,3,2.2,745
2129,4,4.0,733
1811,2,2.0,475
2167,6,4.5,722
914,1,1.8,290
1308,3,2.8,316
1344,3,3.2,575
1700,3,3.2,600
1029,1,1.8,270
1747,3,2.2,752
1813,3,2.8,313
968,1,1.0,223
1483,2,2.0,281
3254,1,1.2,340
2044,5,3.8,780
1686,3,3.2,824
906,2,1.5,411
2122,5,3.8,488
1792,3,2.8,609
2169,6,5.0,1088
1234,2,2.5,383
1252,3,2.8,341
1131,2,1.5,475
1226,3,3.2,537
1101,1,1.8,315
1942,3,2.8,361
1584,3,3.2,386
1432,2,2.0,450
1931,3,2.8,890
1359,2,2.0,374
1627,3,2.8,465
975,2,1.5,348
964,2,2.5,299
1822,2,2.5,458
1452,3,3.2,579
2090,4,3.0,590
1231,2,1.5,466
1178,1,1.2,199
2026,6,5.5,724
2041,6,5.0,673
1787,3,2.8,659
2050,5,4.8,794
2170,5,4.8,675
1797,2,1.5,534
1638,2,2.5,557
1044,2,2.5,332
1353,3,3.2,293
2014,5,4.2,800
1330,2,2.5,317
1506,2,2.0,508
1354,3,2.8,258
795,7,5.2,301
1336,3,2.8,346
1382,3,3.2,345
1241,2,2.5,397
597,1,2.5,155
1400,3,3.2,260
1631,2,2.0,431
1473,3,2.8,400
1705,3,2.2,473
1814,2,1.5,456
1490,2,2.5,430
1538,2,1.5,313
1761,2,2.5,387
1336,3,2.8,463
1596,2,2.5,290
1419,2,1.5,320
1553,3,2.2,425
2140,4,4.0,383
1537,2,2.0,349
1341,3,2.2,380
975,1,1.8,218
1324,3,2.2,412
965,1,1.8,307
2028,4,3.5,812
1708,3,2.8,721
1281,3,2.8,479
2070,5,3.8,405
1550,3,2.8,573
1331,3,3.2,268
2054,6,4.5,777
974,1,1.8,116
1129,1,1.0,232
1863,2,2.5,300
1567,2,1.5,326
2031,6,5.5,471
1386,2,1.5,304
1789,2,2.5,446
1670,3,2.8,487
1829,3,2.8,392
2197,5,4.2,714
1297,3,3.2,400
1641,2,2.0,368
1417,3,2.8,412
1535,2,2.5,585
1433,3,2.2,481
1066,2,2.0,332
1668,2,2.5,337
1743,2,1.5,247
2161,5,4.2,491
983,1,1.2,176
1314,3,2.8,486
1988,3,3.2,688
989,1,1.8,145
1740,2,2.0,418
1517,2,2.5,281
1735,2,2.0,356
1393,3,2.2,352
1165,2,1.5,271
1923,2,2.5,269
984,1,1.8,298
1833,2,2.0,381
1420,3,2.8,363
2115,5,3.8,567
1075,1,1.2,155
1173,2,2.0,338
2063,5,4.2,540
1865,3,2.2,589
2195,6,5.5,455
1964,2,1.5,358
1650,3,3.2,620
1105,1,1.0,254
1844,3,2.8,541
2068,6,4.5,1022
1659,2,2.0,523
1945,2,1.5,411
1311,2,1.5,300
1491,2,2.5,577
1111,1,1.8,209
1679,2,2.5,423
2176,4,4.0,409
1644,2,1.5,499
1706,3,3.2,372
1055,1,1.8,365
1100,2,2.0,312
1553,2,1.5,224
1827,3,2.8,334
1229,2,2.5,182
2109,4,3.0,638
1023,2,2.0,209
1043,2,2.0,189
1660,3,2.2,422
927,1,1.8,169
1263,2,1.5,205
1171,1,1.2,290
1048,1,1.8,222
1067,1,1.2,224
2179,4,3.0,338
1844,3,2.8,461
1711,3,2.8,756
2186,4,3.0,745
1564,2,2.5,328
2161,4,3.5,701
1790,3,3.2,464
1476,3,2.8,412
1864,2,2.0,507
2075,6,5.5,686
1802,2,2.5,372
1864,3,3.2,465
982,2,2.0,230
3172,1,1.2,884
1451,3,2.8,339
1357,2,2.5,194
1939,3,3.2,559
939,2,2.0,238
1222,3,3.2,304
1705,2,1.5,459
1238,3,3.2,430
1801,3,2.8,361
917,2,2.0,271
1544,2,1.5,231
2050,6,4.5,914
1079,1,1.0,396
2141,5,4.2,752
1323,3,3.2,242
982,1,1.8,286
1719,2,2.0,623
1046,1,1.0,297
1570,3,2.8,383
1218,2,2.5,323
1992,3,2.2,367
1719,2,2.0,412
968,1,1.8,242
1919,2,1.5,432
1485,3,2.2,441
1639,3,2.8,565
1342,2,2.5,314
871,1,1.8,154
1297,3,2.8,325
766,1,2.5,253
1727,3,2.8,320
1742,3,3.2,572
1331,3,2.2,439
1017,1,1.8,184
1551,2,1.5,311
1601,2,2.0,264
3017,1,2.5,694
1280,3,3.2,375
1127,2,2.0,441
2008,5,3.8,476
1297,2,2.5,281
1246,3,2.8,306
1509,3,2.8,399
1056,2,2.0,205
2077,5,3.8,512
1582,3,2.2,621
1837,3,2.8,405
2011,6,5.5,757
2000,5,4.8,626
1032,2,2.0,442
1497,2,2.0,441
1515,3,2.8,363
1924,2,2.0,356
1157,1,1.2,355
1475,2,2.5,321
1378,3,3.2,452
2067,5,3.8,537
983,1,1.8,146
810,1,1.8,185
1115,1,1.0,273
1425,2,2.0,269
1664,3,3.2,359
1150,2,1.5,413
1745,3,2.2,382
1406,3,3.2,330
1339,2,2.5,259
1420,3,2.2,329
1268,2,2.0,340
985,6,7.5,566
859,1,1.2,263
1702,2,2.0,417
1477,2,2.0,221
2066,6,5.0,662
1852,3,2.8,451
703,6,5.0,285
1123,2,1.5,236
1182,1,1.8,250
1212,2,2.0,266
1740,2,1.5,391
2029,6,5.0,823
1900,2,2.5,478
1877,3,2.8,345
1155,2,2.5,371
960,2,2.0,310
1605,2,1.5,621
2095,6,5.0,525
1377,3,3.2,356
1839,3,2.2,333
788,6,7.5,873
1844,3,2.8,410
1844,3,2.2,641
1669,3,2.2,556
1903,3,2.2,387
1318,3,3.2,358
1474,2,2.5,461
2063,4,3.5,581
659,1,1.8,146
1113,1,1.0,247
1767,3,2.8,493
1620,3,2.2,282
2057,4,3.0,530
2044,6,4.5,932
1063,2,1.5,490
1776,2,2.5,319
1845,2,2.0,366
966,2,1.5,250
1994,3,2.2,701
1355,2,1.5,353
2038,5,4.2,838
1506,2,2.5,336
1056,2,2.5,339
1169,1,1.8,168
1415,2,2.0,479
1663,2,1.5,345
2110,4,4.0,533
2086,4,3.5,683
1927,3,2.2,566
2172,5,3.8,473
1297,3,3.2,513
1428,3,2.8,338
1577,3,3.2,802
3622,1,1.0,488
1043,1,1.8,340
1972,3,2.2,513
1343,3,2.8,488
1616,2,1.5,352
1671,2,2.0,249
1351,2,2.5,297
1475,3,2.2,248
1619,3,2.8,506
1809,2,2.0,511
2097,6,5.5,903
1040,1,1.0,192
1486,3,3.2,761
1668,2,2.5,454
2097,5,3.8,503
967,1,1.8,208
1807,2,1.5,626
2037,4,3.0,315
1264,2,1.5,291
911,1,1.0,180
1138,2,1.5,236
1307,3,2.2,310
1873,2,2.5,463
1686,2,2.5,337
1927,2,2.0,532
2145,4,3.0,626
1402,3,2.8,545
2130,4,4.0,466
1902,2,1.5,414
2104,4,4.0,535
928,1,1.0,150
1171,2,2.5,472
1418,2,2.5,211
1010,1,1.8,234
2160,5,4.8,922
1232,2,2.5,266
1070,1,1.8,190
1781,3,3.2,510
1220,3,3.2,377
1939,3,2.2,362
1566,3,3.2,513
1702,3,2.8,422
1818,3,2.2,469
811,6,7.5,502
1522,3,2.8,212
921,7,1.0,424
931,5,4.8,482
2004,5,4.2,397
649,6,7.5,331
943,1,1.2,125
1170,1,1.0,284
1779,2,2.5,442
1767,3,3.2,363
1647,3,3.2,697
505,7,6.2,496
1167,2,2.5,257
1612,3,2.2,424
937,2,2.0,274
1195,2,2.5,230
1504,2,2.0,194
1433,3,3.2,431
1480,2,2.0,326
1781,3,2.2,320
727,1,1.2,322
1108,2,2.0,230
1990,3,2.2,631
1244,3,3.2,293
1175,2,1.5,216
969,1,1.0,230
1816,3,3.2,507
1389,3,2.8,461
1141,2,2.5,202
1818,3,3.2,552
1343,2,2.5,269
930,2,2.0,278
1301,3,3.2,337
1916,3,2.2,583
1990,3,2.8,303
1831,2,2.5,325
1660,3,2.8,444
2035,6,5.0,821
1288,3,2.2,309
990,1,1.2,259
2007,6,5.5,490
986,1,1.8,324
1280,3,2.8,284
1020,1,1.0,304
1119,1,1.8,194
3062,6,5.0,740
1153,2,2.0,280
1738,2,2.0,448
957,1,1.0,290
1416,2,1.5,418
1168,2,2.0,212
1562,3,3.2,543
997,1,1.0,260
1937,2,1.5,506
1898,3,2.2,688
1588,2,2.0,391
1274,3,2.2,446
2067,4,3.5,831
1730,2,1.5,450
1556,2,2.5,512
1661,2,2.0,447
1925,2,2.0,278
1673,3,2.2,412
2111,5,4.2,740
1953,2,2.0,417
2137,4,4.0,751
1555,3,2.8,343
1305,2,2.5,316
2035,6,4.5,879
1266,3,2.2,236
1396,3,3.2,607
1375,2,1.5,521
1784,3,3.2,511
1717,3,2.2,442
1538,3,2.8,385
1062,2,2.0,327
1610,2,1.5,508
1861,3,2.8,455
2056,6,5.5,713
1209,2,1.5,274
1877,3,2.2,532
1955,3,3.2,589
3091,1,1.8,228
1985,3,3.2,479
1144,1,1.8,253
1867,3,2.8,470
1019,2,2.5,449
2177,5,4.2,980
1689,2,2.0,407
1326,2,2.0,247
3362,5,4.8,625
2189,5,3.8,782
1490,3,2.2,242
2141,4,3.5,604
1182,1,1.8,177
930,1,1.8,269
1630,2,1.5,442
1727,3,2.2,514
2151,4,3.5,600
1451,2,2.0,366
1335,2,1.5,198
1140,1,1.8,334
1764,3,2.8,445
1733,2,2.5,352
1177,2,2.5,338
1702,2,2.5,448
1601,3,3.2,707
1677,3,3.2,475
1648,3,2.2,483
1841,3,2.8,639
1124,1,1.2,316
1085,2,2.5,412
1117,2,2.5,390
1662,2,1.5,407
988,1,1.8,170
935,2,2.0,144
1313,3,2.8,346
1950,2,1.5,468
3627,6,5.0,919
1072,2,2.0,251
2003,6,4.5,1109
1175,2,1.5,209
1194,2,2.5,289
1304,3,2.2,182
1721,2,2.0,434
1248,3,2.8,489
924,2,1.5,269
1979,3,2.8,619
1144,1,1.8,430
1551,2,1.5,330
2027,5,3.8,538
1176,1,1.2,227
1123,2,1.5,375
1324,2,2.0,351
2025,4,3.5,580
1110,2,2.5,325
1623,3,2.2,722
1063,2,2.5,246
1618,2,1.5,449
1369,2,2.0,376
901,2,2.5,279
1945,3,2.2,554
1324,2,2.5,241
1075,1,1.8,149
1274,2,1.5,160
1399,2,2.5,493
1208,3,2.2,410
2076,4,3.0,813
2036,6,5.0,925
1674,3,2.8,382
1485,3,2.8,370
1859,2,2.5,587
1317,3,2.2,263
1192,1,1.0,350
1314,3,3.2,321
3989,7,1.0,1566
1549,2,2.0,238
1230,3,3.2,515
1868,2,2.0,687
942,1,1.0,201
1295,3,2.8,397
1464,2,1.5,412
1624,3,2.2,364
1578,2,2.5,380
1245,3,2.2,543
1565,2,2.5,336
1806,2,2.0,355
1851,2,2.5,348
1730,3,2.8,490
1902,3,2.8,305
1520,2,1.5,357
926,2,1.5,330
2064,5,3.8,598
1388,3,3.2,429
2081,6,4.5,558
1460,3,2.2,485
1880,3,3.2,391
923,1,1.0,165
1868,2,1.5,500
1363,3,2.2,432
2190,6,5.0,881
1647,2,2.5,435
1010,1,1.2,196
1321,3,3.2,526
913,2,2.5,321
1698,3,2.2,648
1864,3,3.2,385
1888,2,2.5,583
1084,2,1.5,241
1797,2,1.5,237
1499,3,2.8,280
985,2,2.5,298
1390,3,2.2,311
1223,2,2.0,286
1141,1,1.0,189
1104,1,1.0,166
2082,6,5.0,867
1223,3,2.8,233
2019,6,5.0,802
1966,3,3.2,723
1416,3,2.8,419
1127,1,1.0,321
1685,2,1.5,358
1121,2,1.5,304
1398,2,2.5,222
1068,2,2.0,200
1607,3,2.8,693
2009,4,3.5,502
2067,6,5.5,580
1210,2,2.5,536
1917,2,2.0,294
1144,1,1.2,167
909,1,1.2,141
2182,6,5.5,987
1403,2,2.5,272
2067,6,4.5,667
2028,5,3.8,410
1049,1,1.8,255
1633,3,2.8,332
1313,3,2.2,378
1196,2,2.5,346
1501,3,3.2,341
1345,2,2.5,377
1845,3,3.2,397
1017,2,2.5,393
2139,6,4.5,500
938,2,2.5,274
2180,4,4.0,400
1912,2,2.5,544
1023,1,1.2,383
1588,3,2.8,336
1539,2,1.5,413
1490,3,2.8,524
990,6,5.0,671
1725,2,2.0,254
1282,2,2.0,265
1517,2,1.5,319
1153,1,1.0,242
1266,3,2.8,461
1553,3,2.2,398
1441,2,2.5,330
1670,2,2.5,395
949,1,1.8,148
1620,2,1.5,253
2052,5,4.8,336
1612,2,2.0,588
1683,2,1.5,451
1776,2,1.5,381
3580,1,1.0,723
970,1,1.8,198
981,2,2.5,469
2068,6,5.5,794
1230,2,2.0,247
1878,3,2.8,678
2082,5,3.8,629
1241,3,2.8,454
1409,3,3.2,313
1229,3,2.8,283
1024,1,1.2,144
1753,3,2.2,429
1370,3,2.8,510
1751,3,2.8,643
1697,3,2.2,384
1728,2,2.0,317
1899,2,2.5,517
1481,2,2.5,302
962,1,1.8,278
1290,3,2.8,404
1388,3,3.2,468
1776,3,2.8,449
947,2,1.5,216
1619,2,1.5,429
955,2,2.0,246
2154,5,4.8,481
1063,2,1.5,208
2181,6,5.5,992
1896,2,2.0,296
1650,3,2.8,436
1544,3,3.2,461
1783,2,2.0,455
1154,2,2.5,368
1703,2,2.5,301
1469,2,2.0,277
991,1,1.8,142
1546,2,2.0,290
1302,3,3.2,412
1159,1,1.8,242
1031,2,2.0,309
1864,3,2.8,504
2098,4,4.0,675
1600,3,2.2,349
1298,3,2.8,354
1042,1,1.0,138
1399,2,2.0,429
1478,3,2.8,423
1887,2,1.5,325
1822,2,2.5,438
1429,3,2.8,647
1358,3,2.2,725
1316,3,2.2,471
1531,3,2.2,403
2072,6,5.0,830
1750,2,2.5,354
1322,3,2.8,382
1117,1,1.0,129
2019,4,3.0,321
1712,3,2.2,556
2029,5,4.8,695
1840,3,2.8,606
2168,4,3.5,358
2714,1,1.8,412
1182,1,1.2,146
2112,5,4.8,744
906,2,2.0,363
2001,6,4.5,524
1869,2,2.0,459
1615,3,2.8,468
1242,2,2.5,489
1255,3,2.2,275
1301,3,3.2,242
1755,2,1.5,337
1512,2,2.5,646
1079,2,2.5,183
1443,3,2.8,417
1265,3,3.2,344
1244,3,3.2,462
1202,2,1.5,290
1209,3,2.2,481
1676,3,2.8,361
1984,2,1.5,346
922,1,1.8,222
1535,3,2.2,369
1591,2,2.0,353
1543,2,2.0,627
1411,3,2.8,413
1760,2,2.5,521
2092,5,3.8,785
1463,3,3.2,530
2130,4,4.0,851
963,1,1.8,338
508,7,5.8,455
1237,3,2.2,365
1915,3,3.2,470
1393,3,2.8,389
1443,2,2.5,317
1455,2,2.5,545
2051,6,5.0,478
1321,3,2.2,365
1550,2,2.5,353
1568,2,2.0,574
947,1,1.0,327
1015,2,1.5,320
2008,4,3.0,437
1957,2,2.0,502
1735,2,1.5,314
1106,2,2.0,236
1016,1,1.8,212
1894,3,3.2,377
1947,2,1.5,436
2094,5,4.2,854
1439,2,2.5,541
1779,2,1.5,244
1353,2,2.5,310
1824,3,2.8,672
1354,2,2.5,579
1918,3,3.2,523
1886,3,3.2,417
1351,2,2.5,305
1623,2,1.5,330
1028,2,2.0,207
1665,3,2.8,328
1064,2,2.0,274
1947,3,2.8,619
1284,3,2.2,268
1378,3,2.2,273
909,1,1.2,267
1170,1,1.8,245
1081,1,1.2,380
1789,2,1.5,395
1856,3,2.2,385
1605,2,2.0,544
1247,2,2.0,259
1369,2,2.5,291
1555,3,2.2,331
901,2,1.5,385
2617,5,6.5,1073
1809,3,2.2,458
954,2,1.5,196
1643,3,2.2,577
2598,1,1.0,389
1653,3,3.2,509
1691,2,1.5,386
942,2,1.5,232
1326,2,1.5,287
819,1,1.0,127
1703,3,3.2,414
1375,3,3.2,443
1220,2,1.5,251
1576,3,2.2,447
1361,2,1.5,257
1760,3,2.8,467
1471,2,2.5,435
2065,5,4.8,888
1046,1,1.8,252
1363,3,2.8,329
1129,1,1.2,299
2096,6,4.5,1099
1355,2,2.0,330
1610,3,3.2,546
1565,3,2.2,455
2129,6,4.5,825
1602,3,3.2,539
2094,4,4.0,586
1845,2,1.5,519
1269,2,2.0,251
1071,1,1.0,146
1223,3,3.2,540
1326,3,3.2,417
1374,3,3.2,355
971,1,1.2,231
1217,2,2.0,444
1601,3,2.8,250
1814,3,2.2,480
1845,3,2.8,424
1733,2,1.5,602
2016,6,5.5,567
1715,2,1.5,490
2149,5,4.8,919
1822,3,3.2,278
980,1,2.5,750
1659,2,1.5,399
1275,2,1.5,320
2078,4,4.0,427
1771,3,2.2,371
1519,3,2.8,454
2181,6,4.5,453
2004,5,4.2,862
1873,2,2.0,327
1742,2,2.0,397
1578,3,3.2,554
1584,3,2.8,312
973,2,2.0,224
945,1,1.2,215
1967,2,1.5,383
2052,4,3.0,569
1542,2,2.0,472
1749,3,2.2,331
1935,3,2.2,366
1762,3,2.2,476
1312,3,3.2,429
2092,5,4.8,779
1677,3,2.2,558
1518,3,2.8,704
1830,2,1.5,383
1911,2,1.5,370
998,1,1.2,223
1852,2,2.5,299
1990,3,2.2,810
2127,4,3.0,534
1203,2,2.0,323
1271,3,2.2,405
2066,6,4.5,494
2194,6,5.0,920
1918,2,2.0,382
1762,3,3.2,408
2019,5,4.8,424
1183,2,2.5,339
1539,2,1.5,376
1303,2,2.5,301
1139,1,1.8,260
1892,2,1.5,408
2004,4,3.5,382
1496,2,2.0,328
921,2,2.0,255
1290,2,2.0,464
1352,2,2.0,290
1750,2,1.5,317
1556,3,2.2,605
2126,5,4.2,622
1756,2,1.5,362
1508,2,2.0,354
1380,2,1.5,276
1866,2,2.5,533
1399,3,2.2,286
1362,2,1.5,289
2148,5,4.2,447
1738,3,3.2,505
2065,4,3.0,567
1183,1,1.0,235
3331,1,2.5,462
844,1,1.0,144
1084,1,1.0,216
1432,3,2.8,514
1113,1,1.0,312
919,2,2.5,138
906,1,1.2,132
926,1,1.2,180
986,1,1.0,128
926,2,2.0,226
1539,2,2.0,444
1462,2,2.5,391
1297,3,2.8,589
1390,2,1.5,250
1075,2,1.5,387
1591,3,2.8,444
1091,2,2.5,292
1167,2,2.5,233
2018,4,3.5,569
1872,3,3.2,689
1405,2,1.5,340
1141,1,1.0,324
1238,2,1.5,223
2115,6,5.5,824
2064,5,3.8,756
1122,2,2.5,314
1556,2,2.0,548
1790,3,2.2,436
1347,2,2.5,281
1260,3,2.2,505
969,1,1.8,213
934,6,4.5,294
1929,2,2.5,552
1899,2,2.0,635
1950,3,3.2,269
1223,3,2.8,311
684,1,1.2,165
1927,2,2.0,674
1853,2,2.5,323
1122,1,1.2,246
1526,2,2.0,379
907,1,1.0,157
1633,3,3.2,349
1042,2,1.5,289
2563,6,5.0,1054
1613,3,3.2,512
2084,5,4.8,960
1924,3,3.2,449
2029,4,3.0,466
1499,2,2.5,491
1749,3,3.2,575
1139,1,1.2,232
2773,1,1.0,290
1651,2,2.5,362
1109,1,1.8,140
1330,2,2.0,243
1186,1,1.0,277
1226,2,2.0,416
1622,2,1.5,301
1627,2,2.5,413
2090,4,3.5,380
1349,2,2.0,340
852,1,1.0,230
1511,3,2.2,299
1821,3,3.2,339
1619,2,1.5,405
930,1,1.2,147
938,2,2.5,289
1238,2,1.5,249
2116,4,3.5,567
2034,5,4.8,344
1784,2,2.0,497
1084,1,1.0,213
1597,3,2.8,367
915,1,1.0,199
1458,3,3.2,420
1704,2,2.0,304
1894,3,2.8,468
1176,2,1.5,260
1794,3,3.2,456
1092,2,1.5,308
1773,3,3.2,725
637,7,6.2,437
1506,2,2.0,564
1601,3,2.2,431
1863,3,2.2,490
1963,2,2.0,375
1772,2,1.5,278
2133,4,3.0,481
1380,2,2.5,217
1591,3,2.8,428
746,7,1.0,231
1096,2,2.0,420
1533,2,2.5,488
1657,3,2.2,483
2072,6,4.5,763
1907,2,2.0,711
1558,2,2.5,352
1547,3,2.8,363
2171,5,4.2,785
1596,2,2.5,533
801,7,5.8,276
1322,3,2.2,434
3379,5,4.8,606
512,7,5.8,755
1525,2,1.5,343
2146,5,4.2,1045
1305,3,2.2,568
958,1,1.0,209
1183,2,2.0,386
1810,2,2.0,210
3915,5,4.8,896
938,2,2.0,227
1702,3,3.2,523
2091,6,5.5,1133
884,1,1.0,219
1184,1,1.2,380
1902,3,2.2,329
1945,2,2.0,328
1849,2,1.5,596
1484,3,2.8,651
1965,2,1.5,369
1994,2,2.0,387
1793,3,2.2,442
1227,2,1.5,327
1544,2,1.5,590
1099,2,1.5,139
911,2,1.5,320
1847,3,2.8,683
1741,2,2.5,304
1285,2,2.5,295
1831,2,1.5,439
1684,3,3.2,323
2078,6,4.5,755
1205,3,2.2,258
1583,2,2.0,477
1774,2,2.0,565
2042,4,3.0,645
1138,2,1.5,311
966,6,4.5,560
1378,2,2.0,349
2063,4,3.0,577
1096,2,1.5,232
1782,2,1.5,513
2122,4,3.5,359
1174,1,1.8,373
3480,1,1.0,745
1261,3,2.2,270
2032,4,3.0,962
1084,2,2.0,357
2137,6,4.5,975
2188,6,4.5,791
2006,5,4.2,462
1549,2,1.5,330
1049,1,1.2,246
2024,5,4.8,722
1064,1,1.8,245
1381,3,2.8,502
1297,3,2.8,263
2197,4,4.0,968
1774,2,1.5,497
1451,2,2.0,530
1725,3,3.2,448
2148,4,3.5,460
1253,3,3.2,329
1606,2,1.5,297
1277,2,2.5,484
1807,2,2.0,368
1869,2,1.5,346
1449,3,2.2,291
2179,6,5.0,659
1019,2,2.0,276
2048,6,5.5,671
1004,1,1.2,254
1557,3,2.2,442
904,1,1.0,208
1578,2,1.5,417
1652,2,2.0,403
1612,3,2.2,596
1602,3,3.2,323
1635,3,3.2,448
920,1,1.0,123
1044,1,1.8,151
1496,3,2.2,370
2039,4,3.0,519
2045,5,4.2,516
1105,1,1.2,193
1258,3,2.8,546
2077,4,3.0,857
